id,Year,cases
SY,1969,26.351640
TZ,1969,32.756421
TH,1969,39.862818
TG,1969,43.767378
TN,1969,23.068728
TR,1969,19.674430
UG,1969,55.215125
UA,1969,6.319389
AE,1969,46.180106
GB,1969,17.694282
US,1969,10.802405
UY,1969,58.990758
UZ,1969,32.099123
VE,1969,26.818852
VN,1969,26.044896
YE,1969,13.152669
ZM,1969,22.210898
ZW,1969,46.033661
AF,1970,36.233246
DZ,1970,23.594617
AO,1970,50.326775
AR,1970,42.795240
AM,1970,51.583983
AU,1970,24.996047
AT,1970,33.418798
AZ,1970,49.276808
BD,1970,26.128442
BY,1970,23.420304
BE,1970,17.340244
BJ,1970,35.489369
BO,1970,35.792567
BR,1970,14.227105
BG,1970,20.008896
BF,1970,35.727747
KH,1970,81.075285
CM,1970,21.442945
CA,1970,15.702800
TD,1970,36.384840
CL,1970,36.759688
CN,1970,4.239502
CO,1970,20.388198
CD,1970,17.403674
CG,1970,45.762165
CR,1970,50.709904
CI,1970,37.154576
CU,1970,33.861229
CZ,1970,17.096313
DK,1970,35.129249
DO,1970,37.160856
EC,1970,30.635294
EG,1970,37.198725
SV,1970,33.882357
ET,1970,29.292367
