id,Year,cases
CR,1966,18.372222
CI,1966,7.886807
CU,1966,20.133958
CZ,1966,10.678067
DK,1966,28.720092
DO,1966,13.140318
EC,1966,19.349956
EG,1966,20.954033
SV,1966,12.363548
ET,1966,2.352498
FI,1966,10.556232
FR,1966,22.568091
GE,1966,18.125389
DE,1966,8.183215
GH,1966,10.152540
GR,1966,25.416949
GT,1966,12.438895
GN,1966,6.679247
HT,1966,8.224915
HN,1966,7.392508
HK,1966,0.000000
HU,1966,18.572136
IN,1966,7.258119
ID,1966,7.502611
IR,1966,17.837412
IQ,1966,22.266700
IE,1966,25.544105
IL,1966,45.719627
IT,1966,17.316775
JP,1966,37.012305
JO,1966,26.308818
KZ,1966,5.307564
KE,1966,4.346951
KP,1966,6.295248
KR,1966,25.622721
KW,1966,65.256023
LB,1966,34.305851
LR,1966,0.000000
LY,1966,15.473542
MG,1966,5.220094
MY,1966,5.163483
ML,1966,2.938015
MX,1966,26.100320
MA,1966,14.279291
MZ,1966,3.219526
MM,1966,8.794821
NL,1966,15.299085
NZ,1966,20.671263
NI,1966,0.000000
NE,1966,2.364713
NG,1966,6.113279
PK,1966,12.328643
PA,1966,28.103512
PY,1966,21.372213
PE,1966,20.415964
PH,1966,10.063188
PL,1966,3.876459
PT,1966,28.305529
PR,1966,29.428625
RO,1966,6.225082
RU,1966,14.322218
SA,1966,15.432029
SN,1966,13.589886
RS,1966,0.000000
SG,1966,99.371148
SO,1966,5.071199
ZA,1966,24.787216
ES,1966,18.662993
SD,1966,3.756581
SE,1966,13.167059
CH,1966,10.684437
SY,1966,28.380345
TZ,1966,2.084446
TH,1966,8.083229
TG,1966,8.271430
TR,1966,14.264534
UG,1966,2.952596
UA,1966,9.096822
AE,1966,34.328115
GB,1966,29.361362
US,1966,39.930080
UY,1966,48.896802
UZ,1966,11.448545
VE,1966,33.259207
VN,1966,7.538140
YE,1966,1.574221
ZM,1966,4.937127
ZW,1966,7.334497
AF,1967,3.688747
DZ,1967,9.245124
AO,1967,6.400889
AR,1967,39.734104
AM,1967,29.912879
AU,1967,56.512535
AT,1967,22.115099
AZ,1967,24.596758
BD,1967,2.847630
BY,1967,9.104121
BE,1967,16.132385
BO,1967,17.354830
BR,1967,24.616637
BG,1967,10.098881
BF,1967,1.757241
KH,1967,8.248356
CM,1967,5.905888
CA,1967,34.118264
CL,1967,26.876925
CN,1967,7.832855
CO,1967,23.976454
CD,1967,7.362113
CG,1967,16.021886
CR,1967,18.653264
CI,1967,8.477123
CU,1967,20.190019
CZ,1967,10.739800
DK,1967,28.487249
DO,1967,13.565146
EC,1967,19.613474
EG,1967,21.018465
SV,1967,12.589557
ET,1967,2.359742
FI,1967,10.625358
FR,1967,22.736349
GE,1967,18.342014
DE,1967,8.184741
GH,1967,10.430452
GR,1967,25.926285
GT,1967,12.375388
GN,1967,7.380547
HT,1967,8.576696
HN,1967,7.606787
HK,1967,0.000000
HU,1967,18.635828
IN,1967,7.337144
ID,1967,7.568729
IR,1967,18.326394
IQ,1967,22.560579
IE,1967,25.694586
IL,1967,45.080328
IT,1967,17.564868
JP,1967,37.811253
JO,1967,26.050597
KZ,1967,5.377980
KE,1967,4.447288
KP,1967,6.340093
KR,1967,26.843328
KW,1967,66.806898
LB,1967,35.145544
LR,1967,0.000000
LY,1967,16.507630
MG,1967,5.300815
MY,1967,5.167822
ML,1967,3.029700
MX,1967,26.702833
MA,1967,14.551492
MZ,1967,3.385182
MM,1967,8.797573
NL,1967,15.098547
NZ,1967,21.018686
NI,1967,0.000000
NE,1967,2.498439
NG,1967,6.294146
PK,1967,12.565858
PA,1967,28.623089
PY,1967,21.569273
PE,1967,20.936105
PH,1967,10.215298
PL,1967,3.901227
PT,1967,28.759310
PR,1967,30.486603
RO,1967,6.428209
RU,1967,14.516349
SA,1967,16.520507
SN,1967,13.860833
RS,1967,0.000000
SG,1967,99.153741
SO,1967,5.588970
ZA,1967,24.999032
ES,1967,19.159695
SD,1967,3.906022
SE,1967,13.087684
CH,1967,10.864920
SY,1967,28.686672
TZ,1967,2.175488
TH,1967,8.142362
TG,1967,8.441270
TR,1967,14.794052
UG,1967,3.142438
UA,1967,9.278511
AE,1967,34.057153
GB,1967,29.049864
US,1967,40.284749
UY,1967,48.697273
UZ,1967,11.523094
VE,1967,33.723915
VN,1967,7.671318
YE,1967,1.611014
ZM,1967,5.397138
ZW,1967,7.465938
AF,1968,3.789914
DZ,1968,9.275244
AO,1968,6.765943
AR,1968,40.017702
AM,1968,30.244609
AU,1968,56.966134
AT,1968,22.032708
AZ,1968,24.584322
BD,1968,3.045102
BY,1968,9.507308
BE,1968,16.166392
BO,1968,17.630718
BR,1968,25.342092
BG,1968,10.219104
BF,1968,1.840910
KH,1968,9.556697
CM,1968,6.269276
CA,1968,34.730457
CL,1968,27.102067
CN,1968,7.719600
CO,1968,24.553053
CD,1968,7.664906
CG,1968,16.630152
CR,1968,18.965027
CI,1968,9.108370
CU,1968,20.261814
CZ,1968,10.800927
DK,1968,28.333799
DO,1968,14.013906
EC,1968,19.882661
EG,1968,21.092988
SV,1968,12.830761
ET,1968,2.413515
FI,1968,10.704690
FR,1968,22.849059
GE,1968,18.578033
DE,1968,8.181151
GH,1968,10.724527
GR,1968,26.683617
GT,1968,12.312159
GN,1968,8.163119
HT,1968,8.946584
HN,1968,7.833858
HK,1968,0.000000
HU,1968,18.698373
IN,1968,7.418921
ID,1968,7.635533
IR,1968,18.835007
IQ,1968,22.841872
IE,1968,25.873773
IL,1968,45.453157
IT,1968,17.834114
JP,1968,38.863987
JO,1968,25.785875
KZ,1968,5.463644
KE,1968,4.548313
KP,1968,6.479131
KR,1968,28.245534
KW,1968,69.017956
LB,1968,36.038686
LR,1968,0.000000
LY,1968,17.600952
MG,1968,5.381593
MY,1968,5.176832
ML,1968,3.124297
MX,1968,27.320418
MA,1968,14.835430
MZ,1968,3.558873
MM,1968,8.798010
NL,1968,14.914328
NZ,1968,21.566339
NI,1968,0.000000
NE,1968,2.640118
NG,1968,6.482526
PK,1968,12.799298
PA,1968,29.159072
PY,1968,21.774103
PE,1968,21.474517
PH,1968,10.374011
PL,1968,3.912484
PT,1968,29.164145
PR,1968,31.637293
RO,1968,6.540399
RU,1968,14.713977
SA,1968,17.674190
SN,1968,14.130042
RS,1968,0.000000
SG,1968,99.368738
SO,1968,6.162396
ZA,1968,25.217667
ES,1968,19.671054
SD,1968,4.059700
SE,1968,13.032600
CH,1968,11.046935
SY,1968,28.989818
TZ,1968,2.311926
TH,1968,8.206473
TG,1968,8.593321
TR,1968,15.348815
UG,1968,3.346674
UA,1968,9.469857
AE,1968,34.280412
GB,1968,28.774785
US,1968,40.685798
UY,1968,48.548073
UZ,1968,11.607034
VE,1968,34.215269
VN,1968,7.804744
YE,1968,1.649256
ZM,1968,5.898865
ZW,1968,7.599846
AF,1969,3.888968
DZ,1969,9.297952
AO,1969,7.147767
AR,1969,40.288251
AM,1969,30.600887
AU,1969,57.233988
AT,1969,21.956839
AZ,1969,24.602316
BD,1969,3.254966
BY,1969,9.931371
BE,1969,16.217268
BO,1969,17.907560
BR,1969,26.106126
BG,1969,10.335855
BF,1969,1.946073
KH,1969,11.105840
CM,1969,6.650010
CA,1969,35.442149
CL,1969,27.347524
